entry,at,order
"-- starting hand #881 (id: 9pndvrhjzcyv)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:46:35.452Z,176622399545200
"-- ending hand #880 --",2025-12-20T09:46:32.530Z,176622399253002
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:46:32.530Z,176622399253001
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:46:32.530Z,176622399253000
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:46:31.696Z,176622399169600
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:46:27.888Z,176622398788805
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:46:27.888Z,176622398788804
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4432) | #9 ""Matt @ VroTcYA-gK"" (22397)",2025-12-20T09:46:27.888Z,176622398788801
"-- starting hand #880 (id: q0oxdaubjhvr)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:46:27.888Z,176622398788800
"-- ending hand #879 --",2025-12-20T09:46:24.971Z,176622398497102
"""Matt @ VroTcYA-gK"" collected 80 from pot",2025-12-20T09:46:24.971Z,176622398497101
"Uncalled bet of 60 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:46:24.971Z,176622398497100
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:46:24.160Z,176622398416000
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:46:22.422Z,176622398242200
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:46:17.968Z,176622397796805
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:46:17.968Z,176622397796804
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4472) | #9 ""Matt @ VroTcYA-gK"" (22357)",2025-12-20T09:46:17.968Z,176622397796801
"-- starting hand #879 (id: lhl33yi3j89q)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:46:17.968Z,176622397796800
"-- ending hand #878 --",2025-12-20T09:46:15.045Z,176622397504502
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:46:15.045Z,176622397504501
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:46:15.045Z,176622397504500
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:46:14.180Z,176622397418000
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:46:12.443Z,176622397244305
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:46:12.443Z,176622397244304
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4492) | #9 ""Matt @ VroTcYA-gK"" (22337)",2025-12-20T09:46:12.443Z,176622397244301
"-- starting hand #878 (id: sycvqkzqikti)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:46:12.443Z,176622397244300
"-- ending hand #877 --",2025-12-20T09:46:09.504Z,176622396950402
"""sean @ QBFJyJmi22"" collected 200 from pot",2025-12-20T09:46:09.504Z,176622396950401
"Uncalled bet of 100 returned to ""sean @ QBFJyJmi22""",2025-12-20T09:46:09.504Z,176622396950400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T09:46:08.698Z,176622396869800
"""sean @ QBFJyJmi22"" bets 100",2025-12-20T09:46:05.486Z,176622396548600
"Turn: J♥, A♦, A♠ [6♥]",2025-12-20T09:46:01.141Z,176622396114100
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:46:00.339Z,176622396033900
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:45:53.963Z,176622395396300
"Flop:  [J♥, A♦, A♠]",2025-12-20T09:45:51.617Z,176622395161700
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:45:50.774Z,176622395077400
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:45:48.715Z,176622394871500
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:45:44.312Z,176622394431205
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:45:44.312Z,176622394431204
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4392) | #9 ""Matt @ VroTcYA-gK"" (22437)",2025-12-20T09:45:44.312Z,176622394431201
"-- starting hand #877 (id: s85uzlcpehpq)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:45:44.312Z,176622394431200
"-- ending hand #876 --",2025-12-20T09:45:41.294Z,176622394129402
"""sean @ QBFJyJmi22"" collected 480 from pot with Pair, 9's (combination: 9♣, 9♦, K♣, Q♦, 10♣)",2025-12-20T09:45:41.294Z,176622394129401
"""sean @ QBFJyJmi22"" shows a 9♣, 10♣.",2025-12-20T09:45:41.294Z,176622394129400
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:45:40.461Z,176622394046100
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:45:39.343Z,176622393934300
"River: 3♥, 2♣, 9♦, Q♦ [K♣]",2025-12-20T09:45:25.576Z,176622392557600
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:45:24.739Z,176622392473900
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:45:22.570Z,176622392257000
"Turn: 3♥, 2♣, 9♦ [Q♦]",2025-12-20T09:45:19.328Z,176622391932800
"""Matt @ VroTcYA-gK"" calls 120",2025-12-20T09:45:18.523Z,176622391852300
"""sean @ QBFJyJmi22"" bets 120",2025-12-20T09:45:13.924Z,176622391392400
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:45:09.918Z,176622390991800
"Flop:  [3♥, 2♣, 9♦]",2025-12-20T09:45:08.278Z,176622390827800
"""Matt @ VroTcYA-gK"" calls 120",2025-12-20T09:45:07.444Z,176622390744400
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T09:45:03.344Z,176622390334400
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:45:00.355Z,176622390035505
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:45:00.355Z,176622390035504
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4152) | #9 ""Matt @ VroTcYA-gK"" (22677)",2025-12-20T09:45:00.355Z,176622390035501
"-- starting hand #876 (id: yormdovbo6gc)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:45:00.355Z,176622390035500
"-- ending hand #875 --",2025-12-20T09:44:57.428Z,176622389742802
"""sean @ QBFJyJmi22"" collected 200 from pot",2025-12-20T09:44:57.428Z,176622389742801
"Uncalled bet of 100 returned to ""sean @ QBFJyJmi22""",2025-12-20T09:44:57.428Z,176622389742800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T09:44:56.620Z,176622389662000
"""sean @ QBFJyJmi22"" bets 100",2025-12-20T09:44:54.871Z,176622389487100
"River: 9♦, A♥, 10♦, 9♠ [A♠]",2025-12-20T09:44:48.878Z,176622388887800
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:44:48.067Z,176622388806700
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:44:42.214Z,176622388221400
"Turn: 9♦, A♥, 10♦ [9♠]",2025-12-20T09:44:40.317Z,176622388031700
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:44:39.502Z,176622387950200
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:44:34.943Z,176622387494300
"Flop:  [9♦, A♥, 10♦]",2025-12-20T09:44:33.290Z,176622387329000
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:44:32.485Z,176622387248500
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:44:31.191Z,176622387119100
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:44:26.607Z,176622386660705
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:44:26.607Z,176622386660704
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4052) | #9 ""Matt @ VroTcYA-gK"" (22777)",2025-12-20T09:44:26.607Z,176622386660701
"-- starting hand #875 (id: gueumfbbcjme)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:44:26.607Z,176622386660700
"-- ending hand #874 --",2025-12-20T09:44:23.661Z,176622386366102
"""Matt @ VroTcYA-gK"" collected 240 from pot",2025-12-20T09:44:23.661Z,176622386366101
"Uncalled bet of 360 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:44:23.661Z,176622386366100
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:44:22.838Z,176622386283800
"""Matt @ VroTcYA-gK"" raises to 480",2025-12-20T09:44:20.618Z,176622386061800
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T09:44:12.492Z,176622385249200
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:44:08.993Z,176622384899305
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:44:08.993Z,176622384899304
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4172) | #9 ""Matt @ VroTcYA-gK"" (22657)",2025-12-20T09:44:08.993Z,176622384899301
"-- starting hand #874 (id: k7icz5ow6d5s)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:44:08.993Z,176622384899300
"-- ending hand #873 --",2025-12-20T09:44:06.052Z,176622384605202
"""Matt @ VroTcYA-gK"" collected 80 from pot",2025-12-20T09:44:06.052Z,176622384605201
"Uncalled bet of 60 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:44:06.052Z,176622384605200
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:44:05.248Z,176622384524800
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:44:04.165Z,176622384416500
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:43:57.786Z,176622383778605
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:43:57.786Z,176622383778604
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4212) | #9 ""Matt @ VroTcYA-gK"" (22617)",2025-12-20T09:43:57.786Z,176622383778601
"-- starting hand #873 (id: vsgizijjh5je)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:43:57.786Z,176622383778600
"-- ending hand #872 --",2025-12-20T09:43:54.784Z,176622383478402
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:43:54.784Z,176622383478401
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:43:54.784Z,176622383478400
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:43:53.864Z,176622383386400
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:43:52.583Z,176622383258305
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:43:52.583Z,176622383258304
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4232) | #9 ""Matt @ VroTcYA-gK"" (22597)",2025-12-20T09:43:52.583Z,176622383258301
"-- starting hand #872 (id: wla9dqbdlvww)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:43:52.583Z,176622383258300
"-- ending hand #871 --",2025-12-20T09:43:49.579Z,176622382957902
"""Matt @ VroTcYA-gK"" collected 200 from pot",2025-12-20T09:43:49.579Z,176622382957901
"Uncalled bet of 100 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:43:49.579Z,176622382957900
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:43:48.752Z,176622382875200
"""Matt @ VroTcYA-gK"" bets 100",2025-12-20T09:43:44.197Z,176622382419700
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:43:38.148Z,176622381814800
"Flop:  [5♦, 9♦, 2♥]",2025-12-20T09:43:36.374Z,176622381637400
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:43:35.438Z,176622381543800
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:43:33.795Z,176622381379500
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:43:26.736Z,176622380673605
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:43:26.736Z,176622380673604
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4332) | #9 ""Matt @ VroTcYA-gK"" (22497)",2025-12-20T09:43:26.736Z,176622380673601
"-- starting hand #871 (id: 8vep1giemkzn)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:43:26.736Z,176622380673600
"-- ending hand #870 --",2025-12-20T09:43:23.735Z,176622380373502
"""sean @ QBFJyJmi22"" collected 80 from pot",2025-12-20T09:43:23.735Z,176622380373501
"Uncalled bet of 60 returned to ""sean @ QBFJyJmi22""",2025-12-20T09:43:23.735Z,176622380373500
"""Matt @ VroTcYA-gK"" folds",2025-12-20T09:43:22.860Z,176622380286000
"""sean @ QBFJyJmi22"" bets 60",2025-12-20T09:43:19.850Z,176622379985000
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:43:16.883Z,176622379688300
"Flop:  [Q♣, 3♥, 9♣]",2025-12-20T09:43:15.358Z,176622379535800
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:43:14.550Z,176622379455000
"""sean @ QBFJyJmi22"" calls 40",2025-12-20T09:43:11.013Z,176622379101300
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:43:08.124Z,176622378812405
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:43:08.124Z,176622378812404
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4292) | #9 ""Matt @ VroTcYA-gK"" (22537)",2025-12-20T09:43:08.124Z,176622378812401
"-- starting hand #870 (id: bppuqssd90df)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:43:08.124Z,176622378812400
"-- ending hand #869 --",2025-12-20T09:43:05.124Z,176622378512402
"""Matt @ VroTcYA-gK"" collected 80 from pot",2025-12-20T09:43:05.124Z,176622378512401
"Uncalled bet of 60 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:43:05.124Z,176622378512400
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:43:04.194Z,176622378419400
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:43:02.986Z,176622378298600
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:43:00.311Z,176622378031105
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:43:00.311Z,176622378031104
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4332) | #9 ""Matt @ VroTcYA-gK"" (22497)",2025-12-20T09:43:00.311Z,176622378031101
"-- starting hand #869 (id: vkfcgyzkkxe5)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:43:00.311Z,176622378031100
"-- ending hand #868 --",2025-12-20T09:42:57.321Z,176622377732102
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:42:57.321Z,176622377732101
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:42:57.321Z,176622377732100
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:42:56.517Z,176622377651700
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:42:54.906Z,176622377490605
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:42:54.906Z,176622377490604
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4352) | #9 ""Matt @ VroTcYA-gK"" (22477)",2025-12-20T09:42:54.906Z,176622377490601
"-- starting hand #868 (id: hy75halxtr16)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:42:54.906Z,176622377490600
"-- ending hand #867 --",2025-12-20T09:42:51.903Z,176622377190302
"""sean @ QBFJyJmi22"" collected 700 from pot",2025-12-20T09:42:51.903Z,176622377190301
"Uncalled bet of 350 returned to ""sean @ QBFJyJmi22""",2025-12-20T09:42:51.903Z,176622377190300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T09:42:51.002Z,176622377100200
"""sean @ QBFJyJmi22"" bets 350",2025-12-20T09:42:48.355Z,176622376835500
"Turn: K♣, 6♣, K♥ [2♣]",2025-12-20T09:42:44.885Z,176622376488500
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:42:44.014Z,176622376401400
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:42:37.718Z,176622375771800
"Flop:  [K♣, 6♣, K♥]",2025-12-20T09:42:34.878Z,176622375487800
"""Matt @ VroTcYA-gK"" calls 350",2025-12-20T09:42:33.992Z,176622375399200
"""sean @ QBFJyJmi22"" raises to 350",2025-12-20T09:42:28.708Z,176622374870800
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:42:25.668Z,176622374566800
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:42:21.470Z,176622374147005
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:42:21.470Z,176622374147004
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4002) | #9 ""Matt @ VroTcYA-gK"" (22827)",2025-12-20T09:42:21.470Z,176622374147001
"-- starting hand #867 (id: kykdhjcldirp)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:42:21.470Z,176622374147000
"-- ending hand #866 --",2025-12-20T09:42:18.467Z,176622373846702
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:42:18.467Z,176622373846701
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:42:18.467Z,176622373846700
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:42:17.537Z,176622373753700
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:42:16.074Z,176622373607405
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:42:16.074Z,176622373607404
"Player stacks: #4 ""sean @ QBFJyJmi22"" (4022) | #9 ""Matt @ VroTcYA-gK"" (22807)",2025-12-20T09:42:16.074Z,176622373607401
"-- starting hand #866 (id: nd50tmi453zl)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:42:16.074Z,176622373607400
"-- ending hand #865 --",2025-12-20T09:42:13.066Z,176622373306603
"""sean @ QBFJyJmi22"" collected 400 from pot with Two Pair, A's & 3's (combination: A♣, A♥, 3♥, 3♣, J♠)",2025-12-20T09:42:13.066Z,176622373306602
"""sean @ QBFJyJmi22"" shows a 3♥, A♣.",2025-12-20T09:42:13.066Z,176622373306601
"""Matt @ VroTcYA-gK"" shows a K♣, 3♦.",2025-12-20T09:42:13.066Z,176622373306600
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:42:12.160Z,176622373216000
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:42:09.142Z,176622372914200
"River: 6♥, 3♣, 10♥, A♥ [J♠]",2025-12-20T09:42:04.657Z,176622372465700
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:42:03.825Z,176622372382500
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:41:57.554Z,176622371755400
"Turn: 6♥, 3♣, 10♥ [A♥]",2025-12-20T09:41:56.030Z,176622371603000
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:41:55.194Z,176622371519400
"""Matt @ VroTcYA-gK"" bets 100",2025-12-20T09:41:53.683Z,176622371368300
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:41:46.054Z,176622370605400
"Flop:  [6♥, 3♣, 10♥]",2025-12-20T09:41:44.291Z,176622370429100
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:41:43.464Z,176622370346400
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:41:41.245Z,176622370124500
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:41:36.215Z,176622369621505
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:41:36.215Z,176622369621504
"Player stacks: #4 ""sean @ QBFJyJmi22"" (3822) | #9 ""Matt @ VroTcYA-gK"" (23007)",2025-12-20T09:41:36.215Z,176622369621501
"-- starting hand #865 (id: c5icjknznasu)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:41:36.215Z,176622369621500
"-- ending hand #864 --",2025-12-20T09:41:33.286Z,176622369328602
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:41:33.286Z,176622369328601
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:41:33.286Z,176622369328600
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:41:32.474Z,176622369247400
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:41:31.286Z,176622369128605
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:41:31.286Z,176622369128604
"Player stacks: #4 ""sean @ QBFJyJmi22"" (3842) | #9 ""Matt @ VroTcYA-gK"" (22987)",2025-12-20T09:41:31.286Z,176622369128601
"-- starting hand #864 (id: y3hjiywzcmhm)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:41:31.286Z,176622369128600
"-- ending hand #863 --",2025-12-20T09:41:28.337Z,176622368833702
"""Matt @ VroTcYA-gK"" collected 200 from pot",2025-12-20T09:41:28.337Z,176622368833701
"Uncalled bet of 150 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:41:28.337Z,176622368833700
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:41:27.504Z,176622368750400
"""Matt @ VroTcYA-gK"" bets 150",2025-12-20T09:41:22.811Z,176622368281100
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:41:17.205Z,176622367720500
"Turn: 6♥, Q♣, 9♥ [Q♦]",2025-12-20T09:41:15.178Z,176622367517800
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:41:14.337Z,176622367433700
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:41:08.643Z,176622366864300
"Flop:  [6♥, Q♣, 9♥]",2025-12-20T09:41:06.722Z,176622366672200
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:41:05.913Z,176622366591300
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:41:04.449Z,176622366444900
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:41:00.816Z,176622366081605
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:41:00.816Z,176622366081604
"Player stacks: #4 ""sean @ QBFJyJmi22"" (3942) | #9 ""Matt @ VroTcYA-gK"" (22887)",2025-12-20T09:41:00.816Z,176622366081601
"-- starting hand #863 (id: qlxrwbfqyrrp)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T09:41:00.816Z,176622366081600
"-- ending hand #862 --",2025-12-20T09:40:57.840Z,176622365784002
"""Matt @ VroTcYA-gK"" collected 40 from pot",2025-12-20T09:40:57.840Z,176622365784001
"Uncalled bet of 20 returned to ""Matt @ VroTcYA-gK""",2025-12-20T09:40:57.840Z,176622365784000
"""sean @ QBFJyJmi22"" folds",2025-12-20T09:40:57.030Z,176622365703000
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T09:40:55.813Z,176622365581305
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T09:40:55.813Z,176622365581304
"Player stacks: #4 ""sean @ QBFJyJmi22"" (3962) | #9 ""Matt @ VroTcYA-gK"" (22867)",2025-12-20T09:40:55.813Z,176622365581301
"-- starting hand #862 (id: vxveycxnag4c)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T09:40:55.813Z,176622365581300
"-- ending hand #861 --",2025-12-20T09:40:52.838Z,176622365283802
"""sean @ QBFJyJmi22"" collected 360 from pot",2025-12-20T09:40:52.838Z,176622365283801
"Uncalled bet of 270 returned to ""sean @ QBFJyJmi22""",2025-12-20T09:40:52.838Z,176622365283800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T09:40:52.023Z,176622365202300
"""sean @ QBFJyJmi22"" bets 270",2025-12-20T09:40:47.266Z,176622364726600
"River: 2♦, 4♣, J♥, A♠ [3♦]",2025-12-20T09:40:39.405Z,176622363940500
"""Matt @ VroTcYA-gK"" checks",2025-12-20T09:40:38.584Z,176622363858400
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:40:32.800Z,176622363280000
"Turn: 2♦, 4♣, J♥ [A♠]",2025-12-20T09:40:31.198Z,176622363119800
"""sean @ QBFJyJmi22"" calls 80",2025-12-20T09:40:30.361Z,176622363036100
"""Matt @ VroTcYA-gK"" bets 80",2025-12-20T09:40:28.636Z,176622362863600
"""sean @ QBFJyJmi22"" checks",2025-12-20T09:40:23.573Z,176622362357300
"Flop:  [2♦, 4♣, J♥]",2025-12-20T09:40:21.590Z,176622362159000
"""sean @ QBFJyJmi22"" calls 100",2025-12-20T09:40:20.759Z,176622362075900
"""Matt @ VroTcYA-gK"" raises to 100",2025-12-20T09:40:19.208Z,176622361920800
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T09:40:14.722Z,176622361472205
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T09:40:14.722Z,176622361472204
